,file,type
0,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-18842-40-011.png,maligno
1,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-20629-40-022.png,maligno
2,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-19979C-40-013.png,maligno
3,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-14946-40-016.png,maligno
4,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-18842-40-015.png,maligno
5,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13993-40-037.png,maligno
6,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-032.png,maligno
7,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570C-40-030.png,maligno
8,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-14926-40-010.png,maligno
9,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5287-40-017.png,maligno
10,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-022.png,maligno
11,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-12312-40-030.png,maligno
12,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-25197-40-024.png,benigno
13,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-23060AB-40-021.png,benigno
14,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-3411F-40-007.png,benigno
15,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-21998CD-40-007.png,benigno
16,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-11520-40-003.png,maligno
17,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-2985-40-007.png,maligno
18,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5694-40-018.png,maligno
19,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5695-40-006.png,maligno
20,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-12204-40-005.png,maligno
21,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-11520-40-011.png,maligno
22,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13993-40-003.png,maligno
23,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16716-40-012.png,maligno
24,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-13412-40-027.png,maligno
25,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13412-40-010.png,maligno
26,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-14015-40-016.png,maligno
27,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-18842D-40-010.png,maligno
28,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13993-40-016.png,maligno
29,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-22549AB-40-019.png,benigno
30,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-12312-40-018.png,maligno
31,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5695-40-003.png,maligno
32,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-6241-40-012.png,maligno
33,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16716-40-034.png,maligno
34,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13412-40-027.png,maligno
35,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-9133-40-021.png,benigno
36,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-3909-40-013.png,maligno
37,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-29960CD-40-009.png,benigno
38,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-12773-40-023.png,maligno
39,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-12312-40-010.png,maligno
40,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-039.png,benigno
41,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-13412-40-006.png,maligno
42,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16188-40-004.png,maligno
43,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-22549G-40-023.png,benigno
44,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570C-40-011.png,maligno
45,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-14134E-40-015.png,benigno
46,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-10147-40-001.png,maligno
47,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-029.png,benigno
48,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-23222AB-40-006.png,benigno
49,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-15-190EF-40-015.png,maligno
50,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-15704-40-023.png,maligno
51,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-22549G-40-005.png,benigno
52,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-14946-40-005.png,maligno
53,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-11951-40-011.png,maligno
54,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-16456-40-079.png,maligno
55,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-9133-40-001.png,benigno
56,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-20629-40-019.png,maligno
57,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570C-40-009.png,maligno
58,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-9461-40-004.png,maligno
59,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-003.png,maligno
60,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-10926-40-008.png,maligno
61,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-6241-40-019.png,maligno
62,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-16456-40-068.png,maligno
63,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-4364-40-001.png,maligno
64,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-8168-40-005.png,maligno
65,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-021.png,benigno
66,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-9133-40-013.png,benigno
67,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-19440-40-034.png,maligno
68,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-042.png,maligno
69,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-044.png,maligno
70,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-2980-40-009.png,maligno
71,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16716-40-032.png,maligno
72,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-13412-40-018.png,maligno
73,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-21998CD-40-018.png,benigno
74,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-19854C-40-004.png,benigno
75,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-29960AB-40-008.png,benigno
76,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-13412-40-010.png,maligno
77,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-11520-40-009.png,maligno
78,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16875-40-012.png,maligno
79,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-20629-40-028.png,maligno
80,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-19979C-40-010.png,maligno
81,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-15275-40-007.png,benigno
82,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16188-40-001.png,maligno
83,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16336-40-001.png,maligno
84,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16875-40-009.png,maligno
85,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-17915-40-023.png,maligno
86,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-16184CD-40-004.png,benigno
87,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-15704-40-029.png,maligno
88,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5694-40-007.png,maligno
89,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570C-40-008.png,maligno
90,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-16196-40-020.png,maligno
91,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-20636-40-005.png,maligno
92,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-17614-40-017.png,maligno
93,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16875-40-013.png,maligno
94,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-005.png,benigno
95,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-13412-40-017.png,maligno
96,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-028.png,benigno
97,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-017.png,benigno
98,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-050.png,benigno
99,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-15696-40-016.png,maligno
100,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-6241-40-006.png,maligno
101,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-23060AB-40-017.png,benigno
102,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-048.png,maligno
103,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-22549G-40-025.png,benigno
104,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-12312-40-013.png,maligno
105,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-2985-40-008.png,maligno
106,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16336-40-003.png,maligno
107,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-14134E-40-024.png,benigno
108,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-23222AB-40-016.png,benigno
109,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-046.png,maligno
110,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-12312-40-020.png,maligno
111,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-18650-40-006.png,maligno
112,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-23060CD-40-006.png,benigno
113,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-2523-40-013.png,maligno
114,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-21998EF-40-012.png,benigno
115,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-16184CD-40-017.png,benigno
116,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-15696-40-010.png,maligno
117,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-2773-40-002.png,maligno
118,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-017.png,maligno
119,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_F-14-9133-40-009.png,benigno
120,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5695-40-007.png,maligno
121,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-12465-40-020.png,maligno
122,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-13412-40-029.png,maligno
123,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-16184-40-007.png,benigno
124,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-12204-40-010.png,maligno
125,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_LC-14-15570-40-043.png,maligno
126,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-9146-40-017.png,maligno
127,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-13413-40-009.png,maligno
128,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-15696-40-013.png,maligno
129,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_PT-14-21998AB-40-045.png,benigno
130,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_TA-14-3411F-40-012.png,benigno
131,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-15792-40-001.png,maligno
132,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-16875-40-006.png,maligno
133,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_MC-14-10147-40-014.png,maligno
134,/content/CNN_cancer/DataSet/40x/benigno/SOB_B_A-14-29960CD-40-007.png,benigno
135,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-11951-40-009.png,maligno
136,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5695-40-015.png,maligno
137,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_DC-14-5694-40-012.png,maligno
138,/content/CNN_cancer/DataSet/40x/maligno/SOB_M_PC-14-15704-40-024.png,maligno
