,file,type
0,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_PT-14-22704-400-014.png,benigno
1,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5694-400-006.png,maligno
2,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-16184CD-400-022.png,benigno
3,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-19979-400-004.png,maligno
4,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_PC-14-15704-400-030.png,maligno
5,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-11951-400-019.png,maligno
6,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5694-400-014.png,maligno
7,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-16456-400-042.png,maligno
8,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549AB-400-006.png,benigno
9,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998EF-400-020.png,benigno
10,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-15275-400-005.png,benigno
11,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-3411F-400-001.png,benigno
12,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_PT-14-22704-400-011.png,benigno
13,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-11031-400-009.png,maligno
14,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-3411F-400-017.png,benigno
15,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_PC-14-15704-400-023.png,maligno
16,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-18650-400-024.png,maligno
17,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-29960AB-400-007.png,benigno
18,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998EF-400-027.png,benigno
19,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-20629-400-020.png,maligno
20,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-9461-400-035.png,maligno
21,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-20636-400-001.png,maligno
22,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-16188-400-022.png,maligno
23,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5287-400-015.png,maligno
24,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-19979-400-007.png,maligno
25,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998EF-400-008.png,benigno
26,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-25197-400-054.png,benigno
27,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-2980-400-015.png,maligno
28,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-2773-400-019.png,maligno
29,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-9133-400-016.png,benigno
30,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_PT-14-21998AB-400-008.png,benigno
31,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-17901-400-026.png,maligno
32,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-20629-400-019.png,maligno
33,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-25197-400-052.png,benigno
34,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-16336-400-008.png,maligno
35,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-4372-400-016.png,maligno
36,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_PT-14-21998AB-400-041.png,benigno
37,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-17614-400-016.png,maligno
38,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5287-400-003.png,maligno
39,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-2523-400-008.png,maligno
40,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-15572-400-013.png,maligno
41,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-9133-400-017.png,benigno
42,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-12204-400-040.png,maligno
43,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_PC-14-19440-400-004.png,maligno
44,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-13413-400-023.png,maligno
45,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-25197-400-065.png,benigno
46,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-14015-400-009.png,maligno
47,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-11520-400-010.png,maligno
48,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549AB-400-013.png,benigno
49,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-16196-400-012.png,maligno
50,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-16336-400-009.png,maligno
51,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-14134-400-013.png,benigno
52,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5287-400-006.png,maligno
53,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_PC-14-15704-400-033.png,maligno
54,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-14134-400-001.png,benigno
55,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-19979C-400-015.png,maligno
56,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549G-400-009.png,benigno
57,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_PT-14-22704-400-017.png,benigno
58,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-13412-400-006.png,maligno
59,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-4372-400-023.png,maligno
60,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-11520-400-005.png,maligno
61,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998EF-400-004.png,benigno
62,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-12204-400-033.png,maligno
63,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-10147-400-007.png,maligno
64,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-9461-400-016.png,maligno
65,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998CD-400-001.png,benigno
66,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549CD-400-029.png,benigno
67,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-3909-400-004.png,maligno
68,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-23060CD-400-003.png,benigno
69,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-4364-400-009.png,maligno
70,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-14134-400-014.png,benigno
71,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-16456-400-007.png,maligno
72,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-16456-400-040.png,maligno
73,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-18650-400-001.png,maligno
74,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-13200-400-011.png,benigno
75,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998CD-400-025.png,benigno
76,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-2773-400-029.png,maligno
77,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_MC-14-18842D-400-005.png,maligno
78,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-16184CD-400-004.png,benigno
79,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5287-400-012.png,maligno
80,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-3411F-400-009.png,benigno
81,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_F-14-21998CD-400-019.png,benigno
82,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_PC-14-15704-400-009.png,maligno
83,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-16601-400-001.png,maligno
84,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-12312-400-025.png,maligno
85,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-5694-400-026.png,maligno
86,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_DC-14-16188-400-017.png,maligno
87,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549G-400-015.png,benigno
88,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_A-14-22549CD-400-005.png,benigno
89,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-13412-400-025.png,maligno
90,/content/CNN_cancer/DataSet/400x/benigno/SOB_B_TA-14-16184-400-007.png,benigno
91,/content/CNN_cancer/DataSet/400x/maligno/SOB_M_LC-14-15570-400-029.png,maligno
