,file,type
0,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-22704-200-026.png,benigno
1,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-29315EF-200-010.png,benigno
2,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11951-200-013.png,maligno
3,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-13200-200-002.png,benigno
4,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-12204-200-047.png,maligno
5,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-15792-200-004.png,maligno
6,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-23222AB-200-011.png,benigno
7,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-15275-200-003.png,benigno
8,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134-200-025.png,benigno
9,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-4364-200-015.png,maligno
10,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-25197-200-033.png,benigno
11,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-17915-200-004.png,maligno
12,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-21998AB-200-023.png,benigno
13,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-18842D-200-009.png,maligno
14,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-19440-200-005.png,maligno
15,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-2773-200-024.png,maligno
16,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570C-200-016.png,maligno
17,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_A-14-22549CD-200-015.png,benigno
18,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134-200-037.png,benigno
19,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-13413-200-019.png,maligno
20,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-3909-200-018.png,maligno
21,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134-200-009.png,benigno
22,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-22704-200-016.png,benigno
23,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-13200-200-008.png,benigno
24,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134-200-031.png,benigno
25,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16336-200-019.png,maligno
26,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-23060AB-200-001.png,benigno
27,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134-200-032.png,benigno
28,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11520-200-008.png,maligno
29,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-15792-200-006.png,maligno
30,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-16456-200-076.png,maligno
31,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16716-200-006.png,maligno
32,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-18842D-200-012.png,maligno
33,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-14015-200-013.png,maligno
34,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_A-14-22549AB-200-012.png,benigno
35,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_A-14-22549AB-200-005.png,benigno
36,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-4364-200-016.png,maligno
37,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-23060CD-200-015.png,benigno
38,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-9461-200-049.png,maligno
39,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11520-200-019.png,maligno
40,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-13412-200-006.png,maligno
41,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-16184CD-200-021.png,benigno
42,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570-200-014.png,maligno
43,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-10147-200-002.png,maligno
44,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_A-14-22549G-200-015.png,benigno
45,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-21998EF-200-008.png,benigno
46,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-15704-200-012.png,maligno
47,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11520-200-011.png,maligno
48,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-4364-200-024.png,maligno
49,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-12204-200-043.png,maligno
50,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-5287-200-021.png,maligno
51,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16336-200-005.png,maligno
52,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570C-200-027.png,maligno
53,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-2523-200-029.png,maligno
54,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-14926-200-005.png,maligno
55,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-12204-200-033.png,maligno
56,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-13993-200-009.png,maligno
57,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-14946-200-027.png,maligno
58,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-23060AB-200-017.png,benigno
59,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-15-190EF-200-002.png,maligno
60,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-13412-200-027.png,maligno
61,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-13412-200-015.png,maligno
62,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-20636-200-019.png,maligno
63,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-16456-200-070.png,maligno
64,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-21998CD-200-007.png,benigno
65,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-12465-200-008.png,maligno
66,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_A-14-22549G-200-005.png,benigno
67,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570C-200-002.png,maligno
68,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-21998AB-200-041.png,benigno
69,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-9461-200-033.png,maligno
70,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16601-200-011.png,maligno
71,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-16196-200-015.png,maligno
72,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-21998EF-200-023.png,benigno
73,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-5694-200-012.png,maligno
74,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-15704-200-008.png,maligno
75,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-16456-200-075.png,maligno
76,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570C-200-025.png,maligno
77,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11031-200-006.png,maligno
78,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16716-200-023.png,maligno
79,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11031-200-009.png,maligno
80,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-8168-200-008.png,maligno
81,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-18842-200-009.png,maligno
82,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-16188-200-004.png,maligno
83,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_LC-14-15570-200-006.png,maligno
84,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_PT-14-21998AB-200-039.png,benigno
85,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-18842-200-008.png,maligno
86,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-14134E-200-020.png,benigno
87,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_MC-14-19979-200-014.png,maligno
88,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-13200-200-020.png,benigno
89,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-15704-200-016.png,maligno
90,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-15687B-200-004.png,maligno
91,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11951-200-017.png,maligno
92,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-11520-200-010.png,maligno
93,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-15-190EF-200-010.png,maligno
94,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_PC-14-12465-200-016.png,maligno
95,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_TA-14-19854C-200-011.png,benigno
96,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-5695-200-008.png,maligno
97,/content/CNN_cancer/DataSet/200x/maligno/SOB_M_DC-14-14015-200-018.png,maligno
98,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-29960AB-200-017.png,benigno
99,/content/CNN_cancer/DataSet/200x/benigno/SOB_B_F-14-25197-200-056.png,benigno
